2025-02-01	REMOVED	01226941-n	lemma	tjeneste
2025-02-01	REMOVED	03479952-n	lemma	gang
2025-02-01	REMOVED	03479952-n	lemma	korridor
2025-02-01	REMOVED	03800933-n	lemma	instrument
2025-02-01	REMOVED	03699975-n	lemma	maskin
2025-02-01	REMOVED	05090441-n	lemma	størrelse
2025-02-01	REMOVED	03733547-n	lemma	middel
2025-02-01	REMOVED	07649854-n	lemma	kjøtt
2025-02-01	REMOVED	07649854-n	lemma	kjøttvare
2025-02-01	REMOVED	03738472-n	lemma	mekanikk
2025-02-01	REMOVED	03738472-n	lemma	mekanisme
2025-02-01	REMOVED	03740161-n	lemma	legemiddel
2025-02-01	REMOVED	03740161-n	lemma	medisin
2025-02-01	REMOVED	10307234-n	lemma	medlem
2025-02-01	REMOVED	14625458-n	lemma	metall
2025-02-01	REMOVED	05660268-n	lemma	metode
2025-02-01	REMOVED	05660268-n	lemma	metodikk
2025-02-01	REMOVED	14662574-n	lemma	mineral
2025-02-01	REMOVED	14682133-n	lemma	molekyl
2025-02-01	REMOVED	09359803-n	lemma	fjell
2025-02-01	REMOVED	00331950-n	lemma	bevegelse
2025-02-01	REMOVED	05289297-n	lemma	muskel
2025-02-01	REMOVED	07020895-n	lemma	musikk
2025-02-01	REMOVED	06333653-n	lemma	navn
2025-02-01	REMOVED	04726724-n	lemma	natur
2025-02-01	REMOVED	01188725-v	lemma	trenge
2025-02-01	REMOVED	06807198-n	lemma	tall
2025-02-01	REMOVED	06426111-n	lemma	nummer
2025-02-01	REMOVED	06426111-n	lemma	telefonnummer
2025-02-01	REMOVED	00002684-n	lemma	effekt
2025-02-01	REMOVED	00002684-n	lemma	gjenstand
2025-02-01	REMOVED	00002684-n	lemma	ting
2025-02-01	REMOVED	01346003-v	lemma	åpne
2025-02-01	REMOVED	00955060-n	lemma	operasjon
2025-02-01	REMOVED	14496710-n	lemma	orden
2025-02-01	REMOVED	05297523-n	lemma	innvoller
2025-02-01	REMOVED	05297523-n	lemma	organ
2025-02-01	REMOVED	07494363-n	lemma	bedrøvelse
2025-02-01	REMOVED	07494363-n	lemma	kval
2025-02-01	REMOVED	07494363-n	lemma	smerte
2025-02-01	REMOVED	06267145-n	lemma	avis
2025-02-01	REMOVED	14974264-n	lemma	papir
2025-02-01	REMOVED	09386422-n	lemma	partikkel
2025-02-01	REMOVED	08252602-n	lemma	fest
2025-02-01	REMOVED	08252602-n	lemma	selskap
2025-02-01	REMOVED	08252602-n	lemma	tamtam
2025-02-01	REMOVED	08256968-n	lemma	parti
2025-02-01	REMOVED	05248181-n	lemma	passasje
2025-02-01	REMOVED	02251743-v	lemma	betale
2025-02-01	REMOVED	05708432-n	lemma	sansing
2025-02-01	REMOVED	15254028-n	lemma	alder
2025-02-01	REMOVED	00034213-n	lemma	fenomen
2025-02-01	REMOVED	00034213-n	lemma	foreteelse
2025-02-01	REMOVED	00034213-n	lemma	opplevelse
2025-02-01	REMOVED	06090869-n	lemma	fysikk
2025-02-01	REMOVED	08664443-n	lemma	sted
2025-02-01	REMOVED	00704690-v	lemma	planere
2025-02-01	REMOVED	00704690-v	lemma	planlegge
2025-02-01	REMOVED	01072949-v	lemma	spille
2025-02-01	REMOVED	01725051-v	lemma	spille
2025-02-01	REMOVED	07490713-n	lemma	nytelse
2025-02-01	REMOVED	06377442-n	lemma	dikt
2025-02-01	REMOVED	15032376-n	lemma	gift
2025-02-01	REMOVED	15032376-n	lemma	giftstoff
2025-02-01	REMOVED	15032376-n	lemma	toksin
2025-02-01	REMOVED	14482620-n	lemma	potensial
2025-02-01	REMOVED	14482620-n	lemma	potensialitet
2025-02-01	REMOVED	14482620-n	lemma	potensiell
2025-02-01	REMOVED	02069551-v	lemma	helle
2025-02-01	REMOVED	14997012-n	lemma	pulver
2025-02-01	REMOVED	01825671-a	lemma	mektig
2025-02-01	REMOVED	02152740-n	lemma	rovdyr
